id,name,photo
1039033,Vanilla Socks on Magic Loop,https://images4-f.ravelrycache.com/uploads/thecrazysocklady/707095712/Vanilla_on_Magic_Loop1_medium.JPG
1039035,"Vanilla Socks on 9"" Circulars",https://images4-f.ravelrycache.com/uploads/thecrazysocklady/707106558/Vanilla_on_9_1_medium.JPG
130787,Hermione's Everyday Socks,https://images4-g.ravelrycache.com/flickr/3/7/0/3704532404/3704532404.jpg
1159708,DK Weight Vanilla Socks,https://images4-f.ravelrycache.com/uploads/thecrazysocklady/798361447/01D5C1CA-6416-4D5F-A9B3-77EFE4877E4A_medium.jpeg
1091238,DRK Everyday Socks,https://images4-f.ravelrycache.com/uploads/dreareneeknits/746097991/DRK_Everyday-9_medium.jpg
1062698,I'm So Basic Socks,https://images4-f.ravelrycache.com/uploads/summerleigh/725531996/6C904883-6F76-45D4-B454-306CBBD38DC9-BE487EA6-2057-4023-A8F2-0534114A3246_medium.jpg
580119,Rose City Rollers,https://images4-f.ravelrycache.com/uploads/Maracatherine/303081835/image_medium.jpg
1287102,Bear Paw Socks,https://images4-g.ravelrycache.com/uploads/dreareneeknits/886248377/1X8A5133_medium.jpg
1039034,Vanilla Socks on DPNs,https://images4-g.ravelrycache.com/uploads/thecrazysocklady/707112786/Vanilla_on_DPNs2_medium.JPG
942316,Heel Toe Do Si Do,https://images4-f.ravelrycache.com/uploads/thecrazysocklady/634517640/DVDDesign8_medium.JPG
111517,Simple Skyp Socks,https://images4-f.ravelrycache.com/uploads/Drin/290952219/image_medium.jpg
1055214,Shorty Sock Set,https://images4-f.ravelrycache.com/uploads/summerleigh/719985631/all_the_shorties_medium.jpg
299131,How I Make My Socks,https://images4-f.ravelrycache.com/uploads/susanbanderson/92401376/DSC_0233_medium.JPG
990033,String of Lights,https://images4-g.ravelrycache.com/uploads/SockWitchery/668432434/UNADJUSTEDNONRAW_thumb_1ce8_medium.jpg
7341348,Dizzy Streamers,https://images4-f.ravelrycache.com/uploads/Nikki257/994718090/20240428_220318_medium.jpg
1141284,Soxploration Shadow Wrap Heel,https://images4-g.ravelrycache.com/uploads/Earthtonesgirl/785088983/IMG_7294_medium.jpeg
869060,Morning Coffee Socks,https://images4-f.ravelrycache.com/uploads/thecrazysocklady/551263355/Morning_Coffee_Socks_2_medium.JPG
1214646,Weekend Shorty Socks,https://images4-g.ravelrycache.com/uploads/summerleigh/836267451/IMG_2620_medium.jpg
598258,My Favorite Vanilla Socks,https://images4-g.ravelrycache.com/uploads/SoCalMeaghan/318089391/IMG_5555_medium.jpg
1320708,Celtic Rain Socks,https://images4-g.ravelrycache.com/uploads/Gordianot/913677374/C377B9AB-2CD3-4779-B648-227AD713E066_1_105_c_medium.jpeg
909951,Perfect Newborn Socks,https://images4-g.ravelrycache.com/uploads/awesomesocks/611223592/Perfect_Newborn_Socks_v1.0_medium.jpg
320430,MineCraft Socks,https://images4-f.ravelrycache.com/uploads/wooly-mittens/104305285/minecraft_socks_done_medium.jpg
674882,Smooth Operator Socks,https://images4-f.ravelrycache.com/uploads/susanbanderson/384752127/DSC_0004__1__medium.jpg
7334115,The Gathering Socks,https://images4-f.ravelrycache.com/uploads/bikewi/989055378/IMG_4517_medium.jpg
3636,"#29 Classic Socks- baby, child & adult socks",https://images4-g.ravelrycache.com/uploads/ykdesigns/638665931/7A292114-1ADD-4A65-911A-988AF698037F_medium.jpeg
1106023,Hello Sailor Sock Set,https://images4-f.ravelrycache.com/uploads/summerleigh/759552981/group_1_medium.jpg
23133,8 Stitches per Inch Socks,https://images4-f.ravelrycache.com/uploads/mandi/523399369/2206230257_623e2538c6_b_medium.jpg
1002996,No Fear Shorty Socks,https://images4-f.ravelrycache.com/uploads/Earthtonesgirl/680330692/15A90AE7-0ECB-408E-8EC5-178B98BFEA84_medium.jpeg
808552,Woodland Walk Socks,https://images4-g.ravelrycache.com/uploads/thishandmadelife/500255269/elven1_medium.JPG
777587,Rhinebeck Roomies,https://images4-g.ravelrycache.com/uploads/thecrazysocklady/472740812/IMG_2309_medium.JPG
996463,Intersections,https://images4-g.ravelrycache.com/uploads/lainemagazine/667348848/marceline_smith_3_medium.jpg
573,Monkey Socks,https://images4-g.ravelrycache.com/uploads/Cookie/43390612/monkey_1_medium.jpg
1191479,Curio Socks,https://images4-g.ravelrycache.com/uploads/dreareneeknits/818539397/p2w26_medium.jpg
864904,Cozy Autumn Socks,https://images4-g.ravelrycache.com/uploads/thishandmadelife/548552099/cozyautumn3_medium.JPG
1083371,Thicksgiving Socks,https://images4-g.ravelrycache.com/uploads/summerleigh/740608777/thick_1_medium.JPG
1294576,Hibernal Socks,https://images4-f.ravelrycache.com/uploads/summerleigh/891688493/hib_1_medium.jpg
496025,Zigzagular Socks,https://images4-f.ravelrycache.com/uploads/JennyF/238110600/zlah_medium.jpg
1196380,Thickmas Socks,https://images4-g.ravelrycache.com/uploads/summerleigh/821771335/thick_2_medium.jpg
1334881,Rattan Socks,https://images4-f.ravelrycache.com/uploads/oberpfalzerin/920643847/rattan_light-light_medium.jpg
318688,Socks on a Plane,https://images4-f.ravelrycache.com/uploads/LaLa/106928443/Socks_on_a_Plane_3_medium.jpg
7337891,Bibliophile's Mark Socks,https://images4-g.ravelrycache.com/uploads/Gordianot/992281593/IMG_1581_medium.jpeg
321223,Time Traveler Socks,https://images4-g.ravelrycache.com/uploads/completelyhooked/104840255/IMG_4445_medium.JPG
1764,Basic Sock,https://images4-f.ravelrycache.com/uploads/karensky/562958409/898288202_5018611e39_z_medium.jpg
20280,Fleegle's Toe Up Socks,https://images4-g.ravelrycache.com/uploads/Beachit/522916933/1268863829_14c2004836_b_medium.jpg
118307,Gusset Heel Basic Socks,https://images4-g.ravelrycache.com/flickr/2/2/3/2239873739/2239873739.jpg
1196001,Every Day Sock,https://images4-g.ravelrycache.com/uploads/KnitwearByRachel/819473224/IMG_20211004_143931074-01_medium.jpeg
1269496,Cider House Socks,https://images4-g.ravelrycache.com/uploads/summerleigh/874754458/06E56674-A5B9-4D8B-81EA-4C462B94F87B_medium.JPG
164481,Skew,https://images4-g.ravelrycache.com/uploads/baconfairy/32412468/100_3603_medium.JPG
1081711,Magic Heel Socks,https://images4-g.ravelrycache.com/uploads/TheAutumnAcorn/739303469/Magic_Heel_Socks_thumbnail_medium.jpg
7289524,Totally Tessellated,https://images4-f.ravelrycache.com/uploads/dreareneeknits/955317056/5J6A5939_medium.jpg
1017343,Fairy Maiden,https://images4-g.ravelrycache.com/uploads/thishandmadelife/690936935/fairy5_medium.JPG
7313608,In the Twilight,https://images4-g.ravelrycache.com/uploads/rosegil/974323108/IMG_6225_medium.jpeg
880061,Diagon Ally Socks,https://images4-g.ravelrycache.com/uploads/davenlori98/573525290/diagon-ally-socks-4_medium.jpg
1218610,The Daily Socks,https://images4-f.ravelrycache.com/uploads/summerleigh/838942321/FullSizeRender-3_medium.jpg
727188,The Austin Socks,https://images4-f.ravelrycache.com/uploads/thecrazysocklady/429513420/IMG_8791_medium.JPG
671311,Jelly Rolls,https://images4-g.ravelrycache.com/uploads/Maracatherine/381217620/Jelly_Roll_cover_medium.jpg
1235715,Cably Wably,https://images4-f.ravelrycache.com/uploads/completelyhooked/850843366/38D3A4B2-A001-4B1B-B947-A7A1D79FF8BA_medium.heic
675056,Speckled Space Socks,https://images4-g.ravelrycache.com/uploads/missblane/384949681/nmevsqfsupqge7opddfem3imbpqcv9dgmfcl1kfam-7rw0nmbgbauab1upro3vmcasm_l723zhzzwcc9cae3u2o5ssmtkddhcxey_medium.jpg
996456,Bembe,https://images4-g.ravelrycache.com/uploads/lainemagazine/673164301/dawn_henderson_1_medium.jpg
1066438,Totally Rad Ribbed Socks,https://images4-g.ravelrycache.com/uploads/summerleigh/728408959/7AFC9893-D74A-465C-9ACD-1CCA95793BCD-9B92C24E-F00D-4FFD-8E13-AAFFADE84F68_medium.JPG
